id,woe_id,latitude,longitude,perspective,created
51497891,55970963,37.762205,-122.419526,1,1365046749
51497887,28751455,40.656049,-73.961545,1,1365042406
37221165,-1,37.802787,-122.289586,1,1365040134
51497885,-1,37.803653,-122.279142,1,1365040075
37221156,-1,37.824454,-122.263632,1,1365039552
37221138,28751193,40.78121,-73.949536,1,1365009953
